ds,y,Open,High,Low,Volume,Chg%
2023-09-03,55272,54987,55395,54819,9130,0.58
2023-09-05,61359,60916,61390,60906,11890,0.73
2023-09-06,59777,59805,60040,59676,7820,-0.05
2023-09-08,58719,59051,59097,58702,9960,-0.47
2023-09-10,57268,56720,57300,56720,9880,1.21
2023-09-11,60271,59959,60339,59801,11150,0.38
2023-10-01,55642,55849,55879,55580,6970,-0.27
2023-10-02,56711,56740,56800,56465,10530,-0.15
2023-10-03,56101,55257,56147,55253,13840,1.5
2023-10-04,59867,60012,60200,59730,10300,-0.68
2023-10-05,61207,61265,61571,60957,16020,-0.25
2023-10-07,58635,58690,58720,58390,9830,-0.19
2023-10-08,58605,58680,58879,58508,7820,-0.19
2023-10-10,57364,57320,57450,57230,7420,0.17
2023-10-11,59697,60231,60247,59672,11820,-0.95
2023-11-01,55641,55655,55855,55472,7340,0.0
2023-11-04,60281,59980,60350,59961,9790,0.69
2023-11-05,60886,61228,61450,60801,18620,-0.52
2023-11-07,58737,58601,58840,58553,8870,0.17
2023-11-08,58629,58582,58741,58487,6650,0.04
2023-11-09,58941,58932,59120,58902,4160,0.06
2023-11-10,57636,57387,57742,57340,8000,0.47
2023-11-12,60986,61595,61636,60957,13740,-0.99
2023-12-01,55801,55700,55920,55550,8850,0.29
2023-12-04,60404,60390,60822,60151,14070,0.2
2023-12-05,60843,60849,61031,60532,14970,-0.07
2023-12-06,59595,59680,59850,59484,9120,-0.3
2023-12-07,59113,58790,59168,58688,13170,0.64
2023-12-09,58642,58999,58999,58576,8320,-0.51
2023-12-10,57613,57721,57900,57575,8260,-0.04
2023-12-11,59785,59600,59800,59600,1090,0.15
2023-12-12,60984,60711,61400,60711,11020,0.0
2024-01-01,63001,63035,63188,62893,2410,0.07
2024-01-02,63079,62900,63400,62430,160,0.34
2024-01-03,63135,62314,63190,62200,150,1.35
2024-01-04,68263,68211,69387,68000,3020,0.99
2024-01-05,71274,71130,71439,71005,210,0.43
2024-01-07,71329,71262,71560,71061,3460,0.08
2024-01-08,69412,68145,69849,68145,210,0.48
2024-01-10,75660,74867,75736,74850,640,1.09
2024-01-11,78829,78600,78887,78550,3200,0.64
2024-02-01,63039,63072,63338,62894,680,0.06
2024-02-02,62639,63360,63640,62453,230,-0.7
2024-02-04,68802,68550,69014,68500,610,0.79
2024-02-05,71119,71871,71871,70800,380,-0.22
2024-02-07,71357,71358,71575,71267,180,0.04
2024-02-08,69381,69783,70313,69043,580,-0.04
2024-02-09,71233,71126,71379,71026,1090,0.05
2024-02-12,75815,76100,76189,75587,1760,-0.88
2024-03-01,62294,63057,63122,62223,1250,-1.18
2024-03-04,69725,70379,70379,69000,420,1.34
2024-03-05,70998,71009,71275,70586,210,-0.17
2024-03-06,71818,72880,72880,71240,270,0.16
2024-03-07,72160,71524,72250,71496,180,1.13
2024-03-09,70807,71194,71365,70575,420,-0.6
2024-03-10,75827,76000,76250,75150,230,0.22
2024-03-12,75934,76095,76164,75828,180,0.16
2024-04-01,62444,62518,62555,62218,60,0.24
2024-04-03,63605,63153,64135,62620,90,0.74
2024-04-04,69612,69850,70200,69400,270,-0.16
2024-04-06,71782,72052,72300,71400,140,-0.05
2024-04-07,72151,72234,72244,72050,70,-0.01
2024-04-09,71053,71076,71105,70600,70,0.35
2024-04-10,75759,75889,76109,75377,330,-0.09
2024-04-11,78401,78450,78642,78226,13380,-0.54
2024-04-12,76036,76267,76373,75900,210,0.13
2024-05-01,62627,62465,62763,62250,80,0.29
2024-05-02,62542,63441,63441,62400,80,-0.15
2024-05-03,64193,64059,64541,64050,10,0.92
2024-05-04,70701,69560,71499,69455,120,1.56
2024-05-06,72485,71890,72599,71425,140,0.98
2024-05-07,73255,72225,76479,72201,70,1.53
2024-05-08,68641,69849,70000,67924,110,-1.07
2024-05-09,71890,71060,72510,71053,50,1.18
2024-05-11,78490,78246,78670,78157,12200,0.11
2024-05-12,76353,76265,76449,76195,50,0.42
2024-06-02,62322,62081,62367,62015,7330,-0.35
2024-06-03,65042,64659,65127,64559,13400,1.32
2024-06-05,71321,70690,71475,70690,16430,0.45
2024-06-06,72963,72540,73125,72516,13140,0.66
2024-06-08,68742,69200,69578,68533,15710,0.15
2024-06-09,71409,71932,72138,71230,27360,-0.67
2024-06-11,76689,78355,78570,76412,47170,-2.29
2024-06-12,76185,76141,76380,75894,14610,-0.22
2024-07-02,62305,62243,62462,62191,5660,-0.03
2024-07-03,65246,65150,65419,65055,13400,0.31
2024-07-05,71136,71339,71365,70967,9590,-0.26
2024-07-06,71308,73296,73333,71151,29730,-2.27
2024-07-08,68752,68617,69044,68521,11560,0.01
2024-07-10,75657,75671,75930,75452,12880,-0.13
2024-07-11,77386,76459,77427,76311,21890,0.91
2024-08-01,62140,62530,62536,61977,14950,-0.78
2024-08-02,62219,62255,62329,62005,7530,-0.14
2024-08-03,65847,65375,66120,65315,16030,0.92
2024-08-04,70607,70595,70776,70189,15270,-0.13
2024-08-05,71129,71170,71290,70900,11770,-0.01
2024-08-07,72332,72900,73040,72127,14590,-1.26
2024-08-08,69396,68949,69444,68608,14890,0.94
2024-08-10,74799,75523,75697,74481,23990,-1.13
2024-08-11,77248,77455,77589,77031,16020,-0.18
2024-09-01,62211,62211,62489,62152,9520,0.11
2024-09-02,62105,62249,62300,61966,6310,-0.18
2024-09-04,71130,70700,71448,70673,21010,0.74
2024-09-05,71586,71002,71656,70910,18150,0.64
2024-09-07,72385,72401,72606,72130,10680,0.07
2024-09-08,69604,69633,69698,69212,11110,0.3
2024-09-09,71573,71537,71640,71109,12550,0.23
2024-09-10,74512,74895,74936,74420,12360,-0.38
2024-09-12,76999,76261,77273,76160,21650,1.07
2024-10-01,62047,62240,62390,62010,8400,-0.26
2024-10-04,71127,71181,71479,70702,23200,0.0
2024-10-05,72595,71690,72751,71690,21550,1.41
2024-10-06,71303,71306,71380,70684,14550,-0.01
2024-10-07,72629,72491,72916,72466,11230,0.34
2024-10-09,71821,71601,71901,71530,13030,0.35
2024-10-10,74834,74639,74950,74267,11930,0.43
2024-10-12,77745,77135,77772,76920,20600,0.97
2024-11-01,61830,62102,62462,61775,13130,-0.35
2024-11-03,65872,66000,66026,65750,8450,0.04
2024-11-04,71514,71209,71549,70983,8890,0.54
2024-11-06,71346,71199,71550,70871,12030,0.06
2024-11-07,73205,72671,73230,72671,16520,0.79
2024-11-09,71878,71921,72147,71601,18960,0.08
2024-11-10,75738,75177,75827,75177,15840,1.21
2024-11-11,75382,77019,77019,75348,27620,-2.42
2024-11-12,78287,77899,78360,77590,30920,0.7
2024-12-01,62372,62098,62669,62098,15330,0.88
2024-12-02,61856,62079,62079,61735,9080,-0.4
2024-12-03,65334,65852,65867,65260,15980,-0.82
2024-12-04,71857,71774,73931,71721,41610,0.48
2024-12-06,71796,71400,71990,71290,16900,0.63
2024-12-07,73159,73040,73180,72850,10750,-0.06
2024-12-08,70354,69504,70388,69436,15900,1.08
2024-12-09,72681,71850,72723,71837,27820,1.12
2024-12-11,74918,75502,75588,74644,26010,-0.62
2024-12-12,77400,78050,78360,77130,25140,-1.13
2025-01-01,76214,76232,76302,76053,60,-0.02
2025-02-01,76849,76849,76849,76849,0,0.83
2025-03-01,76813,77246,78600,76613,60,-0.05
2025-06-01,77149,77309,77542,76545,27160,0.44
